entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id	
85	Human	T helper22 cells (Th22)	"AHR, CCR10, CCR4, CCR6, CD3D, CD3E, CD3G, CD4"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
86	Human	regulatory T cells (Tregs)	"CCR4, CD4, CNGB1, CTLA4, ENTPD1, FOXP3, IKZF2, IL2RA, ISG20, ITGAE, LAG3, LRRC32, NT5E, SELL, TNFRSF18, TNFRSF4"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
87	Human	Cytotoxic CD8 T cells	"CCL3, CCL4, CD2, CD3D, CD3E, CD3G, CD8A, CD8B, CST7, GZMA, GZMB, IFNG, NKG7, PRF1"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
88	Human	Macrophages	"CCR5, CD14, CD163, CD33, CD68, CD80, CD86, CSF1R, ENG, FCGR1A, FUT4, ITGAL, ITGAM, ITGAX, LAMP2, LILRB4, TLR2, TLR4"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
89	Human	Cytotoxic CD8 T cells	"CCL3, CCL4, CST7, GZMA, GZMB, IFNG, NKG7, PRF1"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
90	Human	Exhausted T cells	"CTLA4, HAVCR2, LAG3, PDCD1, TIGIT"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
91	Human	Naive T cells	"CCR7, LEF1, SELL, TCF7"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
92	Human	regulatory T cells (Tregs)	"FOXP3, IL2RA"				Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
93	Human	Cell cycling cells 			G1/S phase	"ATAD2, BLM, BRIP1, CASP8AP2, CCNE2, CDC45, CDC6, CDCA7, CHAF1B, CLSPN, DSCC1, DTL, E2F8, EXO1, FEN1, GINS2, GMNN, HELLS, MCM2, MCM4, MCM5, MCM6, MLF1IP, MSH2, NASP, PCNA, POLA1, POLD3, PRIM1, RAD51, RAD51AP1, RFC2, RPA2, RRM1, RRM2, SLBP, TIPIN, TYMS, UBR7, UHRF1, UNG, USP1, WDR76"	Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
94	Human	Cell cycling cells 			G2/M phase	"ANLN, ANP32E, AURKA, AURKB, BIRC5, BUB1, CBX5, CCNB2, CDC20, CDC25C, CDCA2, CDCA3, CDCA8, CDK1, CENPA, CENPE, CENPF, CKAP2, CKAP2L, CKAP5, CKS1B, CKS2, CTCF, DLGAP5, ECT2, FAM64A, G2E3, GAS2L3, GTSE1, HJURP, HMGB2, HMMR, HN1, KIF11, KIF20B, KIF23, KIF2C, LBR, MKI67, NCAPD2, NDC80, NEK2, NUF2, NUSAP1, PSRC1, RANGAP1, SMC4, TACC3, TMPO, TOP2A, TPX2, TTK, TUBB4B, UBE2C"	Tissues	Tumor	Melanoma	30388455	31	Cell	38.64	Table S3A	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	Jerby-Arnon	2018.11	GSE115978	
95	Human	Macrophages	DAB2				Tissues	Lung	Metastatic lung adenocarcinoma 	32651166	1	Cancer Discov	29.48	We found that disabled homolog 2 mitogen-responsive phosphoprotein (DAB2) is highly expressed in tumor-infiltrating TAMs and that its genetic ablation significantly impairs lung metastasis formation. DAB2 expression in macrophages is essential for metastasis formation but not primary tumor growth. 	The Disabled homolog 2 controls pro-metastatic activity of tumor-associated macrophages	Ilaria Marigo	2020.12	GSE152674	
96	Human	Tumor cells			neuronal cancer cells	"CD24, (CD9-,CCD133-)"	Tissues	Brain	Glioblastoma	32641768	3	Nature	42.78	"For the purposes of cytometry assays and sorting, we defined CCD133-/CD24+/CD9- as neuronal cancer cells"	Single-cell RNA-seq reveals that glioblastoma recapitulates a normal neurodevelopmental hierarchy	Charles P. Couturier	2020.7		
97	Human	Tumor cells			astro-mesenchymal cancer cells	"CD9, CD44, (CD133-)"	Tissues	Brain	Glioblastoma	32641768	3	Nature	42.78	"CD9+, CD44+, CD133- as astro-mesenchymal cancer cells, and CD9+, CD133+, PDGFRA, OLIG2, as progenitor cancer cells. "	Single-cell RNA-seq reveals that glioblastoma recapitulates a normal neurodevelopmental hierarchy	Charles P. Couturier	2020.7		
98	Human	Tumor cells			progenitor cancer cells	"CD9, CD133, PDGFRA, OLIG2"	Tissues	Brain	Glioblastoma	32641768	3	Nature	42.78	"CD9+, CD44+, CD133- as astro-mesenchymal cancer cells, and CD9+, CD133+, PDGFRA, OLIG2, as progenitor cancer cells. "	Single-cell RNA-seq reveals that glioblastoma recapitulates a normal neurodevelopmental hierarchy	Charles P. Couturier	2020.7		
106	Human	Malignant cells	"MYB, HOXA9, HOXA10"	"EDC4, HOXA4, HOXA5"			Blood	Blood	Acute myeloid leukemia (AML)	30833276				Figure 2A	Identification of enhancer of mRNA decapping 4 as a novel fusion partner of MLL in acute myeloid leukemia	Heiko Becker	2019.3		
107	Human	Macrophages	"CD16, CD36"				Blood	Blood	Acute myeloid leukemia (AML)	30833276	6	Blood Adv	4.58	Figure 2A	Identification of enhancer of mRNA decapping 4 as a novel fusion partner of MLL in acute myeloid leukemia	Heiko Becker	2019.3		
108	Human	Erythroblasts	AHSP				Blood	Blood	Acute myeloid leukemia (AML)	30833276	6	Blood Adv	4.58	Figure 2A	Identification of enhancer of mRNA decapping 4 as a novel fusion partner of MLL in acute myeloid leukemia	Heiko Becker	2019.3		
110	Human	Monocytes	"CD14, CD16, CX3CR1, ITGAM, CD163, CD68, CD86, CSF1R, CCR2, SELL"				Blood	Blood	Normal	30564855	15	Immunogenetics	2.62	Clusters were summarized according to the differential expression of various genes (Online Resource 2).	The genomic organization and expression pattern of the low-affinity Fc gamma receptors (Fc¦ÃR) in the G_ttingen minipig.	Jerome Egli	2019.2		
113	Human	Dendritic cells	"ITGAX, PLAC8, FCER1A, IL3RA, CD1C, CD33, CD1E, HLA-DRB1, CLEC4C, NRP1, LY75, ANPEP"				Blood	Blood	Normal	30564855	15	Immunogenetics	2.62	Clusters were summarized according to the differential expression of various genes (Online Resource 2).	The genomic organization and expression pattern of the low-affinity Fc gamma receptors (Fc¦ÃR) in the G_ttingen minipig.	Jerome Egli	2019.2		
116	Human	B cells	"MS4A1, CD19, CD79A, CD40, CD86, HLA-DRB1"				Blood	Blood	Normal	30564855	15	Immunogenetics	2.62	Clusters were summarized according to the differential expression of various genes (Online Resource 2).	The genomic organization and expression pattern of the low-affinity Fc gamma receptors (Fc¦ÃR) in the G_ttingen minipig.	Jerome Egli	2019.2		
119	Human	T cells	"CD3E, CD4, CD5, IL2RA, CCR7, MAL"		Cytotoxic CD8 T cells	"CD3D, CD8A, CD8B, GZMK, GZMH, GZMA, CCL5"	Blood	Blood	Normal	30564855	15	Immunogenetics	2.62	Clusters were summarized according to the differential expression of various genes (Online Resource 2).	The genomic organization and expression pattern of the low-affinity Fc gamma receptors (Fc¦ÃR) in the G_ttingen minipig.	Jerome Egli	2019.2		
122	Human	Natural killer (NK) cells	"NCR1, NCAM1, NCR3, KLRC1, KLRD1, B3GAT1, NKG7, KLRB1, CCL5, GNLY, GZMB"				Blood	Blood	Normal	30564855	15	Immunogenetics	2.62	Clusters were summarized according to the differential expression of various genes (Online Resource 2).	The genomic organization and expression pattern of the low-affinity Fc gamma receptors (Fc¦ÃR) in the G_ttingen minipig.	Jerome Egli	2019.2		
124	Human	Stromal cells	"TAGLN, ACTA2, MGP"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
125	Human	Stromal cells	"MAB21L2, CXCL14, PRRX1"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
126	Human	Podocytes	"PODXL, NPHS2, TCF21"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
127	Human	Stromal cells	"DLK1, GATA3, IGFBP5"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
128	Human	Cell cycling cells	"HIST1H4C, PCLAF, TYMS"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
129	Human	Endothelial cells	"CLDN5, PECAM1, KDR"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
130	Human	Cell cycling cells	"CENPF, HMGB2, UBE2C"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
131	Human	Stromal cells	"COL2A1, COL9A3, CNMD"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
132	Human	Glial cells	"FABP7, TTYH1, SOX2"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
133	Human	Epithelial cells	"PAX2, PAX8, KRT19"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
134	Human	Muscel progenitors	"MYOG, MYOD1"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
135	Human	Neural progenitors	"HES6, STMN2"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
136	Human	Endothelial cells	"GNG11, CALM1"				Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1A	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
137	Human	Podocytes/Epithelial cells			Podocytes	"TCF21, PODXL, VEGFA, NPHS1, PTPRO"	Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1B	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
138	Human	Podocytes/Epithelial cells			Podocyte precursors	"CTGF, OLFM3, MAFB, NPHS1"	Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1B	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
139	Human	Podocytes/Epithelial cells			Nephron progenitors	"DAPL1, LYPD1, SIX1, CRABP2"	Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1B	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
140	Human	Podocytes/Epithelial cells			Proximal precursors	"IGFBP7, FXYD2, CDH6, HNF1B"	Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1B	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
141	Human	Podocytes/Epithelial cells			Distal precursors	"EPCAM, EMX2, SPP1, MAL, PAX2"	Organoids	Kidney	Normal	30674341	40	Genome Med	10.68	Figure 1B	Single-cell analysis reveals congruence between kidney organoids and Human fetal kidney.	Alexander N. Combes	2019.1	GSE114802	
178	Human	Tumor cells			Malignant and proliferative tumor cell	"CPS1, EPCAM, KRT, CD68"		Liver	Fibrolamellar carcinoma	31669305	2	Am J Pathol	3.49	"Multiple FLC marker genes were also most abundant in these two largest clusters, including HepPar1 (carbamoyl phosphate synthase1, CPS1), EPCAM, Cytokeratins (KRT) , and CD68 (Fig 2C). The presence of these markers identifies these cells as the epithelial, and presumed malignant, proliferative tumor cells."	Single cell RNA sequencing identifies YAP1-dependent hepatic mesothelial progenitors in fibrolamellar carcinoma	Mark L	2020.01		
179	Human	Tumor associated Stromal cells	ACTA2					Liver	Fibrolamellar carcinoma	31669305	2	Am J Pathol	3.49	"the two smaller Human clusters (2 and 3) were not enriched with classical FLC markers. Rather, they were characterized by expression of extracellular matrix components, including collagen 1- alpha-1 and multiple other forms of collagen (Supplementary Fig S2). Mesenchymal and stromal marker genes, such as ¦ÁSMA (ACTA2), were also most abundant in clusters 2 and 3 (Fig 2C). Therefore, these clusters are Human tumor-associated stromal cells that have been maintained in explant passaging. "	Single cell RNA sequencing identifies YAP1-dependent hepatic mesothelial progenitors in fibrolamellar carcinoma	Mark L	2020.01		
188	Human	T cells	"CD2, CD3E, CD3D, CD3G"		CD4 cytotoxicity T cells	"CD4, GZMA, GZMB, GZMH, PRF1"		Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"Some of these subtypes could be identified as CD4+ , CD8+ , and regulatory T cells (Tregs) based on known lineage-specific marker genes, we found that T cell cytotoxicity-related genes (e.g., GZMA, GZMB, GZMH, and PRF1) were highly ex_x0002_pressed in both CD8+ and CD4+ T cells derived from Div-Low tumors in comparison with those from Div-High tumors"	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
189	Human	T cells	"CD2, CD3E, CD3D, CD3G"		CD8 cytotoxicity T cells	"CD8, GZMA, GZMB, GZMH, PRF1"		Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"Some of these subtypes could be identified as CD4+ , CD8+ , and regulatory T cells (Tregs) based on known lineage-specific marker genes, we found that T cell cytotoxicity-related genes (e.g., GZMA, GZMB, GZMH, and PRF1) were highly ex_x0002_pressed in both CD8+ and CD4+ T cells derived from Div-Low tumors in comparison with those from Div-High tumors"	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
190	Human	T cells	"CD2, CD3E, CD3D, CD3G"		Naive T cells	"CD4, CCR7"		Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"three were found in Set 1 while two were considered as new clusters (CD4-C6-CCR7, na_¡§ve T cells; CD8-C3-GNLY, effector T cells)"	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
191	Human	T cells	"CD2, CD3E, CD3D, CD3G"		Effector T cells	"CD8, GNLY"		Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"three were found in Set 1 while two were considered as new clusters (CD4-C6-CCR7, na_¡§ve T cells; CD8-C3-GNLY, effector T cells)"	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
192	Human	B cells	"CD79A, SLAMF7, BLNK, FCRL5"					Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"B cells (CD79A, SLAMF7, BLNK, FCRL5), "	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
193	Human	Tumor associated Endothelial cells(TECs)	"PECAM1, VWF, ENG, CDH5"					Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"TECs (PECAM1, VWF, ENG, CDH5), "	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
194	Human	Cancer associated fibroblasts (CAFs)	"COL1A2, FAP, PDPN, DCN, COL3A1, COL6A1"					Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"CAFs (COL1A2, FAP, PDPN, DCN, COL3A1, COL6A1)"	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
195	Human	Tumor associated Macrophages (TAMs)	"CD14, CD163, CD68, CSF1R"					Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"TAMs (CD14, CD163, CD68, CSF1R)"	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
196	Human	Hepatic progenitor cells (HPC)-like cells	"EPCAM, KRT19, PROM1, ALDH1A1, CD24"					Liver	Hepatocellular carcinoma (HCC)	31588021	9	Cancer Cell	26.6	"HPCs (EPCAM, KRT19, PROM1, ALDH1A1, CD24)"	Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer	Lichun Ma 	2019.1	GSE125449	
197	Human	Cancer stem cells (CSCs)	"SOX2, KLF4, EPCAM, TWIST1, SNAI1, SNAI2, ZEB1, ZEB2, NOTCH1, MSI, ALDH, CD44, CD47"					Bone marrow	Multiple myeloma	32693406	1	Blood	17.54	"the average expression of CSC related genes (SOX2, KLF4, EPCAM, TWIST1, SNAI1, SNAI2, ZEB1, ZEB2, NOTCH1, MSI, ALDH, CD44 and CD47) were calculated with AddModuleScore function."	Deep MRD profiling defines outcome and unveils different modes of treatment resistance in standard and high risk myeloma	Ibai Goicoechea	2021.1	GSE147165	
198	Human	Microglia cells	"CD14, FCER1G, CSF1R"					Pediatric ependymoma	Normal	32663469	5	Cancer Cell	26.6	"The other five clusters showed high expression of marker genes for non-malignant cell types, including microglia (CD14, FCER1G, CSF1R), T cells (CD3E, CD4, CD8A), OPCs (OLIG1, APOD, PDGFRA), oligodendrocytes (MBP, PLP1, MOG), and Endothelial cellss (IFITM1, CAV1, TM4SF1)."	Single-Cell RNA-Seq Reveals Cellular Hierarchies and Impaired Developmental Trajectories in Pediatric Ependymoma	Johannes GojoGojo	2020.7	GSE141460	
199	Human	T cells 	"CD3E, CD4, CD8A"					Pediatric ependymoma	Normal	32663469	5	Cancer Cell	26.6	"The other five clusters showed high expression of marker genes for non-malignant cell types, including microglia (CD14, FCER1G, CSF1R), T cells (CD3E, CD4, CD8A), OPCs (OLIG1, APOD, PDGFRA), oligodendrocytes (MBP, PLP1, MOG), and Endothelial cellss (IFITM1, CAV1, TM4SF1)."	Single-Cell RNA-Seq Reveals Cellular Hierarchies and Impaired Developmental Trajectories in Pediatric Ependymoma	Johannes GojoGojo	2020.7	GSE141460	
200	Human	Oligodendroglial precursors	"OLIG1, APOD, PDGFRA"					Pediatric ependymoma	Normal	32663469	5	Cancer Cell	26.6	"The other five clusters showed high expression of marker genes for non-malignant cell types, including microglia (CD14, FCER1G, CSF1R), T cells (CD3E, CD4, CD8A), OPCs (OLIG1, APOD, PDGFRA), oligodendrocytes (MBP, PLP1, MOG), and Endothelial cellss (IFITM1, CAV1, TM4SF1)."	Single-Cell RNA-Seq Reveals Cellular Hierarchies and Impaired Developmental Trajectories in Pediatric Ependymoma	Johannes GojoGojo	2020.7	GSE141460	
201	Human	Oligodendrocytes	"MBP, PLP1, MOG"					Pediatric ependymoma	Normal	32663469	5	Cancer Cell	26.6	"The other five clusters showed high expression of marker genes for non-malignant cell types, including microglia (CD14, FCER1G, CSF1R), T cells (CD3E, CD4, CD8A), OPCs (OLIG1, APOD, PDGFRA), oligodendrocytes (MBP, PLP1, MOG), and Endothelial cellss (IFITM1, CAV1, TM4SF1)."	Single-Cell RNA-Seq Reveals Cellular Hierarchies and Impaired Developmental Trajectories in Pediatric Ependymoma	Johannes GojoGojo	2020.7	GSE141460	
202	Human	Endothelial cells	"IFITM1, CAV1, TM4SF1"					Pediatric ependymoma	Normal	32663469	5	Cancer Cell	26.6	"The other five clusters showed high expression of marker genes for non-malignant cell types, including microglia (CD14, FCER1G, CSF1R), T cells (CD3E, CD4, CD8A), OPCs (OLIG1, APOD, PDGFRA), oligodendrocytes (MBP, PLP1, MOG), and Endothelial cellss (IFITM1, CAV1, TM4SF1)."	Single-Cell RNA-Seq Reveals Cellular Hierarchies and Impaired Developmental Trajectories in Pediatric Ependymoma	Johannes GojoGojo	2020.7	GSE141460	
216	Human	Macrophages	AIF1 				Tissues	Skin	Cutaneous T-cell lymphoma (CTCL)	31010835	12	Clin Cancer Res.	10.11	"Cell types in skin cell suspensions were identified by cell-specific marker as previously described (18), including AIF1 macrophages; VWF Endothelial cellss; TPSAB1 mast cells; SCGB1B2P secretory (glandular) cells; RGS5 pericytes; PMEL melanocytes; MS4A1 B cells; KRT1 keratinocytes; DES smooth muscle cells; COL1A1 fibroblasts; CD3D T lymphocytes; and CD1C dendritic cells."	Single-Cell Lymphocyte Heterogeneity in Advanced Cutaneous T-cell Lymphoma Skin Tumors	Alyxzandria M Gaydosik	2019.07	GSE128531	
217	Human	Endothelial cells	VWF 				Tissues	Skin	Cutaneous T-cell lymphoma (CTCL)	31010835	12	Clin Cancer Res.	10.11	"Cell types in skin cell suspensions were identified by cell-specific marker as previously described (18), including AIF1 macrophages; VWF Endothelial cellss; TPSAB1 mast cells; SCGB1B2P secretory (glandular) cells; RGS5 pericytes; PMEL melanocytes; MS4A1 B cells; KRT1 keratinocytes; DES smooth muscle cells; COL1A1 fibroblasts; CD3D T lymphocytes; and CD2C dendritic cells."	Single-Cell Lymphocyte Heterogeneity in Advanced Cutaneous T-cell Lymphoma Skin Tumors	Alyxzandria M Gaydosik	2019.07	GSE128531	
