entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id
170	Mouse	plasmacytoid Dentritic cells (pDC)	"Igkc, Ly6d, Ighm"					Gastrocnemius muscle 	Sarcoma	31462499	15	PNAS	9.41	"We identified 16 distinct clusters, including 3 tumor cell clusters (clusters 0, 1, and 4), neutrophils (cluster 8), 4 myeloid cell clusters (clusters 3, 2, 6, and 10), T cells (cluster 7). FigS12 Endothelial cellss (cluster 11), muscle cells (cluster 9), and other minor populations (SI Ap- pendix, Fig. S11 A and B). Heat map of top 3 marker genes expressed in each cluster. "	Neutrophils promote tumor resistance to radiation therapy 	Amy J. Wisdom	2019.8	
171	Mouse	MyoFibroblasts	"Higd1b, Rgs5"					Gastrocnemius muscle 	Sarcoma	31462499	15	PNAS	9.41	"We identified 16 distinct clusters, including 3 tumor cell clusters (clusters 0, 1, and 4), neutrophils (cluster 8), 4 myeloid cell clusters (clusters 3, 2, 6, and 10), T cells (cluster 7). FigS12 Endothelial cellss (cluster 11), muscle cells (cluster 9), and other minor populations (SI Ap- pendix, Fig. S11 A and B). Heat map of top 3 marker genes expressed in each cluster. "	Neutrophils promote tumor resistance to radiation therapy 	Amy J. Wisdom	2019.8	
172	Mouse	T cells 	"Gzma, Nkg7, Ms4a4b "					Gastrocnemius muscle 	Sarcoma	31462499	15	PNAS	9.41	"We identified 16 distinct clusters, including 3 tumor cell clusters (clusters 0, 1, and 4), neutrophils (cluster 8), 4 myeloid cell clusters (clusters 3, 2, 6, and 10), T cells (cluster 7). FigS12 Endothelial cellss (cluster 11), muscle cells (cluster 9), and other minor populations (SI Ap- pendix, Fig. S11 A and B). Heat map of top 3 marker genes expressed in each cluster. "	Neutrophils promote tumor resistance to radiation therapy 	Amy J. Wisdom	2019.8	
173	Mouse	Endothelial cells	"Igfbp7, Ctla2a, Col4a1 "					Gastrocnemius muscle 	Sarcoma	31462499	15	PNAS	9.41	"We identified 16 distinct clusters, including 3 tumor cell clusters (clusters 0, 1, and 4), neutrophils (cluster 8), 4 myeloid cell clusters (clusters 3, 2, 6, and 10), T cells (cluster 7). FigS12 Endothelial cellss (cluster 11), muscle cells (cluster 9), and other minor populations (SI Ap- pendix, Fig. S11 A and B). Heat map of top 3 marker genes expressed in each cluster. "	Neutrophils promote tumor resistance to radiation therapy 	Amy J. Wisdom	2019.8	
174	Mouse	Neutrophils	"S100a9, Il1b, S100a8"					Gastrocnemius muscle 	Sarcoma	31462499	15	PNAS	9.41	"We identified 16 distinct clusters, including 3 tumor cell clusters (clusters 0, 1, and 4), neutrophils (cluster 8), 4 myeloid cell clusters (clusters 3, 2, 6, and 10), T cells (cluster 7). FigS12 Endothelial cellss (cluster 11), muscle cells (cluster 9), and other minor populations (SI Ap- pendix, Fig. S11 A and B). Heat map of top 3 marker genes expressed in each cluster. "	Neutrophils promote tumor resistance to radiation therapy 	Amy J. Wisdom	2019.8	
175	Mouse	Muscle cells 	"Mylpf, Ttn, Acta1 "					Gastrocnemius muscle 	Sarcoma	31462499	15	PNAS	9.41	"We identified 16 distinct clusters, including 3 tumor cell clusters (clusters 0, 1, and 4), neutrophils (cluster 8), 4 myeloid cell clusters (clusters 3, 2, 6, and 10), T cells (cluster 7). FigS12 Endothelial cellss (cluster 11), muscle cells (cluster 9), and other minor populations (SI Ap- pendix, Fig. S11 A and B). Heat map of top 3 marker genes expressed in each cluster. "	Neutrophils promote tumor resistance to radiation therapy 	Amy J. Wisdom	2019.8	
180	Mouse	Dendritic cells	"MhcII, Cd11c"		CLEC9A+XCR1+cDC1	"XCR1, CLEC9A, CD8A, IRF8"		"Lymphoid organs, lung and liver"	Multiple cancers	31668803	4	Cell	38.64	"DCs defined as Lin(CD3, CD19, CD90)_ Ly6C_ CD64_ MHCII+ CD11c+, CLEC9A+ XCR1+ cDC1s were partitioned across 6 clusters (1, 4, 5, 7, 9, and 13), "	Transcriptional Basis of Mouse and Human Dendritic Cell Heterogeneity	Chrysothemis C. Brown	2019.1	GSE137710
181	Mouse	Dendritic cells	"MhcII, Cd11c"		T-bet+CD11b+SIRPa+cDC2	"DTX1, ESAM"		"Lymphoid organs, lung and liver"	Multiple cancers	31668803	4	Cell	38.64	"DCs defined as Lin(CD3, CD19, CD90)_ Ly6C_ CD64_ MHCII+ CD11c+, T-bet+ CD11b+ SIRPa+ cDC2s were repre_x0002_sented by 5 clusters (0, 2, 6, 8, 15), T-bet+ cDC2s were best defined by the expression of the Notch target Dtx1 indicating that this subset may represent the Notch2-dependent cDC2 subset, previously distinguished by cell surface expression of Esam"	Transcriptional Basis of Mouse and Human Dendritic Cell Heterogeneity	Chrysothemis C. Brown	2019.1	GSE137710
182	Mouse	Dendritic cells	"MhcII, Cd11c"		T-bet-CD11b+SIRPa+cDC2	"CLEC12A, CX3CR1, CD14, IL1A, P2RX7, CLEC10A, NKG2D, MGL2, CD209A"		"Lymphoid organs, lung and liver"	Multiple cancers	31668803	4	Cell	38.64	"DCs defined as Lin(CD3, CD19, CD90)_ Ly6C_ CD64_ MHCII+ CD11c+, T-bet_ CD11b+ SIRPa+ cDC2s by 2 clusters (3 and 10). T-bet_ cDC2 clusters uniquely ex_x0002_pressed CLEC12A and could be further separated based on the expression of several cell surface markers by cluster 10 cells including CLEC10A (CD301a), CD209a, and NKG2D (Klrk1) (Figures 2A and S2C).Cd301b (Mgl2) was exclusively expressed by this cluster (Figure S2D) indicating that Mgl2+ cDC2s, previously reported in the skin and draining LN (Kumamoto et al., 2013), are akin to T-bet_ cDC2.Genes that defined T-bet_ cDC2s included Clec12a, Cx3cr1, Cd14, Il1a, and P2rx7"	Transcriptional Basis of Mouse and Human Dendritic Cell Heterogeneity	Chrysothemis C. Brown	2019.1	GSE137710
183	Mouse	Monocytes	Ly6C					"Lymphoid organs, lung and liver"	Multiple cancers	31668803	4	Cell	38.64	steady state monocytes and cDC2s can be distinguished by exclusion of Ly6C+ cells in agreement with a recent scRNA-seq analysis of MHC class II+ monocytes 	Transcriptional Basis of Mouse and Human Dendritic Cell Heterogeneity	Chrysothemis C. Brown	2019.1	GSE137710
184	Mouse	T cells	"CD3E, CD4, CD8A, Gzmb, Il7r"					Breast	Breast cancer	31611701	5	Nat Immunol	20.48		Multiplexed activation of endogenous genes by CRISPRa elicits potent anti-tumor immunity	Guangchuan Wang	2019.11	GSE133983
185	Mouse	B cells	"CD19, CD20, Pax5, Jxhain, Ly6d"					Breast	Breast cancer	31611701	5	Nat Immunol	20.48		Multiplexed activation of endogenous genes by CRISPRa elicits potent anti-tumor immunity	Guangchuan Wang	2019.11	GSE133983
186	Mouse	Dendritic cells	"Ly75, Batf3, Clec10a, CD209A"					Breast	Breast cancer	31611701	5	Nat Immunol	20.48		Multiplexed activation of endogenous genes by CRISPRa elicits potent anti-tumor immunity	Guangchuan Wang	2019.11	GSE133983
187	Mouse	Macrophages	"CD14, Fcgr1, Adgre1"					Breast	Breast cancer	31611701	5	Nat Immunol	20.48		Multiplexed activation of endogenous genes by CRISPRa elicits potent anti-tumor immunity	Guangchuan Wang	2019.11	GSE133983
203	Mouse	Mesenchymal stromal cells	"Lepr, Cxcl12"				Tissues	"Bone, Bone Marrow "	Leukemia	31130381	6	Cell	38.64	"(1) MSCs (cluster 1, expressing Lepr) (Ding and Morrison, 2013) and Cxcl12 (Greenbaum et al., 2013);"	A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia	Ninib Baryawno	2019.06	
204	Mouse	Osteolineage cells (OLCs)	Bglap				Tissues	"Bone, Bone Marrow "	Leukemia	31130381	6	Cell	38.64	"two OLC subsets (clusters 7 and 8, expressing osteocalcin [Bglap]) (Delmas et al., 1986);"	A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia	Ninib Baryawno	2019.06	
205	Mouse	Chondrocytes	"Acan, Col2a1"				Tissues	"Bone, Bone Marrow "	Leukemia	31130381	6	Cell	38.64	"four chondrocyte subsets (clusters 2, 10, 13, and 17; expressing the chondrocyte markers, aggrecan [Acan]) (Doege et al., 1991) and Col2a1 (Chan et al., 1995);"	A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia	Ninib Baryawno	2019.06	
206	Mouse	Fibroblasts	S100a4				Tissues	"Bone, Bone Marrow "	Leukemia	31130381	6	Cell	38.64	"five fibroblasts subsets (clusters 3, 5, 9, 15, and 16; expressing fibroblast-specific protein-1 [S100a4]) (Strutz et al., 1995);"	A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia	Ninib Baryawno	2019.06	
207	Mouse	Endothelial cells(ECs)			bone marrow-derived Endothelial cells(BMECs)	Cdh5	Tissues	"Bone, Bone Marrow "	Leukemia	31130381	6	Cell	38.64	"three BMEC subsets (clusters 0, 6, and 11; expressing the pan-endothelial marker Ve-cadherin [Cdh5]) (Corada et al., 2001);"	A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia	Ninib Baryawno	2019.06	
208	Mouse	Pericytes	Acta2				Tissues	"Bone, Bone Marrow "	Leukemia	31130381	6	Cell	38.64	"pericytes (cluster 12, expressing alpha smooth muscle actin [Acta2]) (Armulik et al., 2011); "	A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia	Ninib Baryawno	2019.06	
209	Mouse	Astrocytes	"Slc1a3, Aldh1l1"				Tissues	Cortex	Glioma	30982771	7	Cell Stem Cell.	20.86	"We identified a cell cluster expressing the markers of both astrocytic signature genes (e.g., Slc1a3 and Aldh1l1) and oligodendrocyte lineage genes (e.g., Olig1 and Olig2"	Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis	Qinjie Weng	2019.05	GSE122871
210	Mouse	Oligodendrocytes	"Olig1, Olig2"				Tissues	Cortex	Glioma	30982771	7	Cell Stem Cell.	20.86	"We identified a cell cluster expressing the markers of both astrocytic signature genes (e.g., Slc1a3 and Aldh1l1) and oligodendrocyte lineage genes (e.g., Olig1 and Olig2)"	Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis	Qinjie Weng	2019.05	GSE122871
211	Mouse	intermediate Glial progenitor cells (GCs)	Mki67				Tissues	Cortex	Glioma	30982771	7	Cell Stem Cell.	20.86	"A subgroup of iGC population, but not mature astrocytes, that expressed cell-cycle-related genes (e.g., Mki67) was defined as cycling iGCs"	Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis	Qinjie Weng	2019.05	GSE122871
212	Mouse	Oligodendroglial precursors	Pdgfra		pri-OPCs	"Ppp1r14b, Ascl1, Btg2, Hes6"	Tissues	Cortex	Glioma	30982771	7	Cell Stem Cell.	20.86	"Unexpectedly, the hGFAP-GFP+ cells also included cells with gene signatures associated with committed OPCs, marked by Pdgfra, and a primitive OPC subpopulation (pri-OPCs), which expressed low levels of Pdgfra and high levels of Olig1/2.A t-SNE plot based on differential gene expression revealed these two distinct OPC clusters OPCs (e.g., Pdgfra+ and Cspg4+) and pri-OPCs (e.g., Ppp1r14b+, Ascl1+, Btg2+, and Hes6+;"	Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis	Qinjie Weng	2019.05	GSE122871
213	Mouse	GABAergic Neurons	Dlx1				Tissues	Cortex	Glioma	30982771	7	Cell Stem Cell.	20.86	"The other cell clusters expressed the markers of neuronal subpopulations, GABAergic (e.g., Dlx1) and glutamatergic (e.g., Neurod1) neurons, and ependymal cells (e.g., Foxj1 and Wdr52)"	Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis	Qinjie Weng	2019.05	GSE122871
214	Mouse	glutamatergic Neurons	Neurod1				Tissues	Cortex	Glioma	30982771	7	Cell Stem Cell.	20.86	"The other cell clusters expressed the markers of neuronal subpopulations, GABAergic (e.g., Dlx1) and glutamatergic (e.g., Neurod1) neurons, and ependymal cells (e.g., Foxj1 and Wdr53)"	Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis	Qinjie Weng	2019.05	GSE122871
215	Mouse	Ependymal cells	"Foxj1, Wdr52"				Tissues	Cortex	Glioma	30982771	7	Cell Stem Cell.	20.86	"The other cell clusters expressed the markers of neuronal subpopulations, GABAergic (e.g., Dlx1) and glutamatergic (e.g., Neurod1) neurons, and ependymal cells (e.g., Foxj1 and Wdr54)"	Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis	Qinjie Weng	2019.05	GSE122871
240	Mouse	T follicular helper cells (Tfh)	"Cxcr5, Cd154 (Cd40l), Pdcd1, Maf, Il21"				Tissues	Breast	Triple-negative breast cancer (TNBC)	31730857	3	 Cell 	38.64	"Marker analysis also identified significant genes for a cluster of CD4+ cells resembling Tfh cells. This included well-known markers such as Cxcr5, Cd154 (Cd40l), Pdcd1, Maf, and Il21"	B Cells and T Follicular Helper Cells Mediate Response to Checkpoint Inhibitors in High Mutation Burden Mouse Models of Breast Cancer	Daniel P. Hollern	2019.11	 GSE136206
241	Mouse	Cytotoxic CD8 T cells	"Eomes, Pdcd1, Ctla4, Lag3, Tim3"				Tissues	Breast	Triple-negative breast cancer (TNBC)	31730857	3	 Cell 	38.64	"Among cells with cytotoxic gene expression profiles, cells with high expression of checkpoint and exhaustion markers Eomes, Pdcd1, Ctla4, Lag3, and Tim3 were frequent"	B Cells and T Follicular Helper Cells Mediate Response to Checkpoint Inhibitors in High Mutation Burden Mouse Models of Breast Cancer	Daniel P. Hollern	2020.11	 GSE136207
247	Mouse	Tumor cells			Melanocytes	"Dct, MITF, Pmel"	Tissues	Melanoma tumor	Melanoma	31685822	5	Nat Commun	12.12	"Overall, all 4 melanoma clusters showed reduced expression of melanocytic markers like Dct, MITF and Pmel, along with elevated expression of melanoma markers (S100b, MCAM and Sox10) and neuronal and neural crest markers (Nestin, Tubb3 and Ngfr) "	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
248	Mouse	Tumor cells			Melanoma	"S100b, MCAM , Sox10"	Tissues	Melanoma tumor	Melanoma	31685822	5	Nat Commun	12.12	"Overall, all 4 melanoma clusters showed reduced expression of melanocytic markers like Dct, MITF and Pmel, along with elevated expression of melanoma markers (S100b, MCAM and Sox10) and neuronal and neural crest markers (Nestin, Tubb4 and Ngfr) "	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
249	Mouse	Neurons/Neural crest cells	"Nestin, Tubb3 , Ngfr"				Tissues	Melanoma tumor	Melanoma	31685822	5	Nat Commun	12.12	"Overall, all 4 melanoma clusters showed reduced expression of melanocytic markers like Dct, MITF and Pmel, along with elevated expression of melanoma markers (S100b, MCAM and Sox10) and neuronal and neural crest markers (Nestin, Tubb5 and Ngfr) "	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
250	Mouse	Neurons/Neural crest cells	"Foxd3, L1cam"				Tissues	Melanoma tumor	Melanoma	31685822	5			"Immunohistochemical examination of 10 distinct tumors showed that in most of the tumors, Tomato+ tumor cells express melanocytic markers Dct and MITF, neuronal markers Nestin, Tubb3 and Gfap, mesenchymal marker Pdgfra and proliferation marker Ki67 "	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
251	Mouse	Mesenchymal cells	Pdgfra 				Tissues	Melanoma tumor	Melanoma	31685822	5			"Immunohistochemical examination of 10 distinct tumors showed that in most of the tumors, Tomato+ tumor cells express melanocytic markers Dct and MITF, neuronal markers Nestin, Tubb3 and Gfap, mesenchymal marker Pdgfra and proliferation marker Ki68"	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
252	Mouse	Proliferative cells	Ki67				Tissues	Melanoma tumor	Melanoma	31685822	5			"Immunohistochemical examination of 10 distinct tumors showed that in most of the tumors, Tomato+ tumor cells express melanocytic markers Dct and MITF, neuronal markers Nestin, Tubb3 and Gfap, mesenchymal marker Pdgfra and proliferation marker Ki69"	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
253	"Human,Mouse"	Tumor cells			Metastatic/slow cycling cells	SerpinE2 	Tissues	Melanoma tumor	Melanoma	31685822	5	Nat Commun	12.12	SerpinE2 has recently been characterized as a marker of slow cycling cells in Human melanoma that is most metastatic	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
254	"Human,Mouse"	Tumor cells			Melanoma	Axl	Tissues	Melanoma tumor	Melanoma	31685822	5	Nat Commun	12.12	"We found that most melanoma cells expressed Axl, a key marker gene for resistance to targeted therapy in Human melanoma, whose expression is mostly exclusive from Mitf+ cells, consistent with previous Human melanoma report "	A novel Mouse model demonstrates that oncogenic melanocyte stem cells engender melanoma resembling Human disease.	"Qi Sun, Wendy Lee."	2019.11	GSE113502
255	Mouse	CD4 T cells		CD4	"Lag3, Pdcd1 (PD-1), Ctla4, Icos "		Tissues	Pancreas	Pancreatic cancer	31771616	14	J Hematol Oncol 	11.06	"CD4_s1 and CD4_s2 expressed high levels of Cd4 and functional markers such as Lag3, Pdcd1 (PD-1), Ctla4, and Icos "	Single-cell RNA sequencing reveals compartmental remodeling of tumorinfiltrating immune cells induced by antiCD47 targeting in pancreatic cancer	Yu pan	2019.11	
256	Mouse	CD4 T cells		CD4_s2	"CD44, Cd200, Ccr7"		Tissues	Pancreas	Pancreatic cancer	31771616	14	J Hematol Oncol 	12.06	"CD4_s2 was distinguishable from CD4_s1 by its higher expression of CD44, Cd200, and Ccr7, and lower expression of Ccl5 and Lag3"	Single-cell RNA sequencing reveals compartmental remodeling of tumorinfiltrating immune cells induced by antiCD47 targeting in pancreatic cancer	Yu pan	2019.11	
257	Mouse	regulatory T cells (Tregs)		Treg	"CD4, FoxP3"		Tissues	Pancreas	Pancreatic cancer	31771616	14	J Hematol Oncol 	13.06	Intratumoral Tregs express CD4 and FoxP3 in both Human and Mouse and play a suppressive role in antitumor immunity	Single-cell RNA sequencing reveals compartmental remodeling of tumorinfiltrating immune cells induced by antiCD47 targeting in pancreatic cancer	Yu pan	2019.11	
